Title,Keywords,APIName,Description,Namespace,Guid,Type
GetExternalResourceReferencesExpanded,Element.GetExternalResourceReferencesExpanded method,M:Autodesk.Revit.DB.Element.GetExternalResourceReferencesExpanded,Gets the expanded map of the external resource references referenced by the element.,Autodesk.Revit.DB,954cb21e-5c4e-1e52-7e35-1eb0ed4b050b,method
PowerFactor,AreaBasedLoadType.PowerFactor property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadType.PowerFactor,The power factor of area based load type.,Autodesk.Revit.DB.Electrical,95c6a466-e821-2afb-aa44-d95f76c788b3,property
GetReleaseConditions,AnalyticalMember.GetReleaseConditions method,M:Autodesk.Revit.DB.Structure.AnalyticalMember.GetReleaseConditions,Gets the release conditions associated with this Analytical Member.,Autodesk.Revit.DB.Structure,95da8025-e532-bbfa-3e5a-564c2710e8d3,method
IsReferenceContainedByAValidHost,RebarHostData.IsReferenceContainedByAValidHost method,"M:Autodesk.Revit.DB.Structure.RebarHostData.IsReferenceContainedByAValidHost(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.Reference)",Identifies whether an element that contains the given reference can host reinforcement.,Autodesk.Revit.DB.Structure,962297a1-ccdf-80f7-6190-3c208b9d4a7c,method
ElectricalLoadAreaData,"ElectricalLoadAreaData class, methods",Methods.T:Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData,,Autodesk.Revit.DB.Electrical,96305a10-7b43-a077-1f99-711904814e94,methods
AnalyticalSurfaceBase,"AnalyticalSurfaceBase class, methods",Methods.T:Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase,,Autodesk.Revit.DB.Structure,968273e6-0923-5e16-4c3d-229487514385,methods
Import,,"M:Autodesk.Revit.DB.Document.Import(System.String,Autodesk.Revit.DB.OBJImportOptions,Autodesk.Revit.DB.View)",Imports an OBJ file into the document.,Autodesk.Revit.DB,96eda242-d5f0-f72f-87fc-5400e70b7903,
Create,AnalyticalMember.Create method,"M:Autodesk.Revit.DB.Structure.AnalyticalMember.Create(Autodesk.Revit.DB.Document,Autodesk.Revit.DB.Curve)",Creates a new instance of an Analytical Member within the project.,Autodesk.Revit.DB.Structure,97853ed7-4457-02cd-5ac3-f03d7d0dbc12,method
IsValidForSurfaceTolerance,OBJExportOptions.IsValidForSurfaceTolerance method,M:Autodesk.Revit.DB.OBJExportOptions.IsValidForSurfaceTolerance(System.Double),Checks whether the value is allowed (is in the allowed range) for SurfaceTolerance tessellation parameter.,Autodesk.Revit.DB,97afa54a-57c4-f59d-019d-21f34bf67412,method
GetReference,AnalyticalElement.GetReference method,M:Autodesk.Revit.DB.Structure.AnalyticalElement.GetReference(Autodesk.Revit.DB.Structure.AnalyticalModelSelector),Returns a reference to a given curve within the Analytical Element.,Autodesk.Revit.DB.Structure,9804934b-e6dd-3a0f-5994-30307fecca2d,method
IFCExportElementType,No enumeration member,T:Autodesk.Revit.DB.IFCExportElementType,An enumerated type defining if an element type is exported to IFC or not.,Autodesk.Revit.DB,981a88ab-534d-edac-94a1-ab8e790d1712,member
ModelAccessValidationService,ExternalServices.BuiltInExternalServices.ModelAccessValidationService property,P:Autodesk.Revit.DB.ExternalService.ExternalServices.BuiltInExternalServices.ModelAccessValidationService,The external service which validates the access to Revit model such as Revit Cloud model.,Autodesk.Revit.DB.ExternalService,9892a90c-e362-beb8-264e-94dc9e9ab88e,property
IsValidAnalyzeAs,AnalyticalElement.IsValidAnalyzeAs method,M:Autodesk.Revit.DB.Structure.AnalyticalElement.IsValidAnalyzeAs(Autodesk.Revit.DB.Structure.AnalyzeAs),Checks whether the value set for Analyze As is valid for an Analytical Element.,Autodesk.Revit.DB.Structure,98f5eb53-b973-3cdc-ebce-7f0ee16d1378,method
Fz,ReleaseConditions.Fz property,P:Autodesk.Revit.DB.Structure.ReleaseConditions.Fz,Gets or Sets the Fz of the release type.,Autodesk.Revit.DB.Structure,99f0549c-33fd-b460-2ca0-adfc5e5a32fd,property
AddAssociation,AnalyticalToPhysicalAssociationManager.AddAssociation method,"M:Autodesk.Revit.DB.Structure.AnalyticalToPhysicalAssociationManager.AddAssociation(Autodesk.Revit.DB.ElementId,Autodesk.Revit.DB.ElementId)",Adds a new association between an analytical element and a physical element.,Autodesk.Revit.DB.Structure,99f09bfb-736a-901f-f22d-1f64baab8243,method
CanConnectToUpstreamNode,ElectricalAnalyticalNode.CanConnectToUpstreamNode method,M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.CanConnectToUpstreamNode(Autodesk.Revit.DB.ElementId),Verifies that the current node can connect to the upstream node.,Autodesk.Revit.DB.Electrical,9a2c6050-dcab-dff8-96bb-35183a60ddf7,method
IsViewIdValidForViewport,Viewport.IsViewIdValidForViewport method,M:Autodesk.Revit.DB.Viewport.IsViewIdValidForViewport(Autodesk.Revit.DB.ElementId),Verifies that the Viewport can change it's view id to the input %viewId%.,Autodesk.Revit.DB,9ab7aa51-8dce-bdda-10e5-7d2d3dfd09b2,method
SelectionChanged,UIApplication.SelectionChanged event,E:Autodesk.Revit.UI.UIApplication.SelectionChanged,Subscribe to the SelectionChanged event to be notified after the selection was changed.,Autodesk.Revit.UI,9ac32ac2-974b-235c-ceea-5d436e5b8e59,event
IsValidSelector,AnalyticalElement.IsValidSelector method,M:Autodesk.Revit.DB.Structure.AnalyticalElement.IsValidSelector(Autodesk.Revit.DB.Structure.AnalyticalModelSelector),Indicates if the input selector is valid for the Analytical Element.,Autodesk.Revit.DB.Structure,9b076f25-113f-2c09-d63b-2d2a68082c9b,method
AnalyticalSurfaceBase,"AnalyticalSurfaceBase class, about AnalyticalSurfaceBase class",T:Autodesk.Revit.DB.Structure.AnalyticalSurfaceBase,This is the base class for analytical surface elements.,Autodesk.Revit.DB.Structure,9cad2b9c-a5d2-f434-2d9a-3c9183a55ada,class
CreateEndsWithRule,ParameterFilterRuleFactory.CreateEndsWithRule method,Overload:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateEndsWithRule,,Autodesk.Revit.DB,9cbb72f8-a097-9b55-bf50-823c7499e8fb,method
DisconnectFromUpstreamNode,ElectricalAnalyticalNode.DisconnectFromUpstreamNode method,M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.DisconnectFromUpstreamNode(Autodesk.Revit.DB.ElementId),Disconnects from upstream node.,Autodesk.Revit.DB.Electrical,9d1cdc60-34df-2ca6-8022-8742731743a1,method
ExternalDataTypeServerFailureResolutionExecutingEventArgs,"ExternalDataTypeServerFailureResolutionExecutingEventArgs class, methods",Methods.T:Autodesk.Revit.DB.Events.ExternalDataTypeServerFailureResolutionExecutingEventArgs,,Autodesk.Revit.DB.Events,9dcc2120-3be1-819b-6c37-6761e4d02735,methods
SurfaceTolerance,OBJExportOptions.SurfaceTolerance property,P:Autodesk.Revit.DB.OBJExportOptions.SurfaceTolerance,"The maximum distance between mesh triangles and model geometry. This is a percentage value. By exporting, the real value of surface tolerance is calculated as a percent from the length of the diameter of the body bounding box.",Autodesk.Revit.DB,9e1b8007-b1b1-bdc9-69a6-04c60b4ff416,property
ApparentPowerDensity,AreaBasedLoadData.ApparentPowerDensity property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.ApparentPowerDensity,The apparent power density of the area based load.,Autodesk.Revit.DB.Electrical,9e9e00ea-bf84-cd96-ad93-16bc2fdb131e,property
IsAutomatic,ViewSheetSet.IsAutomatic property,P:Autodesk.Revit.DB.ViewSheetSet.IsAutomatic,Automatic order or manual order.,Autodesk.Revit.DB,9e9f7c81-2bcd-15f3-295c-b2acaa55e2a2,property
MepUpperTopElevationIncludeInsulation,ParameterTypeId.MepUpperTopElevationIncludeInsulation property,P:Autodesk.Revit.DB.ParameterTypeId.MepUpperTopElevationIncludeInsulation,"""Upper End Top of Insulation Elevation""",Autodesk.Revit.DB,9ecc3d7a-231e-a92b-436e-17e28ccbb7a3,property
PowerFactor,AreaBasedLoadData.PowerFactor property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.PowerFactor,The power factor of the area based load.,Autodesk.Revit.DB.Electrical,9f58cdb7-aabd-f11e-d56b-f01d0bed187f,property
TopLevelBelowBottomLevel,BuiltInFailures.CurveFailures.TopLevelBelowBottomLevel property,P:Autodesk.Revit.DB.BuiltInFailures.CurveFailures.TopLevelBelowBottomLevel,"For curveElem support multiple levels, top level belows curve bottom level.",Autodesk.Revit.DB,9fb46ab2-10ee-dbcf-9c49-6015bddcb059,property
Dispose,LevelAssociationData.Dispose method,M:Autodesk.Revit.DB.LevelAssociationData.Dispose,Releases all resources used by the,Autodesk.Revit.DB,a0838448-5698-48f0-eda3-628e00405524,method
HasViewTransforms,View.HasViewTransforms method,M:Autodesk.Revit.DB.View.HasViewTransforms,Returns true if the view reports model space to view projection space transforms.,Autodesk.Revit.DB,a0a4e4d4-6b22-9948-f4ba-e19d1cdd47a2,method
TargetUnit,OBJExportOptions.TargetUnit property,P:Autodesk.Revit.DB.OBJExportOptions.TargetUnit,The unit type of geometry in the resultant OBJ file. Default value is ExportUnit::Default.,Autodesk.Revit.DB,a0ae7667-641a-f729-329b-706460172df4,property
GetAnalyticalToPhysicalAssociationManager,AnalyticalToPhysicalAssociationManager.GetAnalyticalToPhysicalAssociationManager method,M:Autodesk.Revit.DB.Structure.AnalyticalToPhysicalAssociationManager.GetAnalyticalToPhysicalAssociationManager(Autodesk.Revit.DB.Document),Returns the AnalyticalToPhysicalAssociationManager for this document.,Autodesk.Revit.DB.Structure,a0df87ca-af1c-a17f-7f8c-e6a7af41a267,method
Voltage,AnalyticalEquipmentLoadData.Voltage property,P:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData.Voltage,The voltage of the analytical equipment load.,Autodesk.Revit.DB.Electrical,a0f13858-ff69-5a75-ffa7-6fee10044a9a,property
SetCurve,AnalyticalMember.SetCurve method,M:Autodesk.Revit.DB.Structure.AnalyticalMember.SetCurve(Autodesk.Revit.DB.Curve),Sets the curve for the Analytical Member.,Autodesk.Revit.DB.Structure,a1808afa-ba67-381b-ea28-4e8b2d9e5516,method
GetProjectBrowserOptions,ProjectBrowserOptions.GetProjectBrowserOptions method,M:Autodesk.Revit.UI.ProjectBrowserOptions.GetProjectBrowserOptions,Returns the current Revit instance's ProjectBrowserOptions.,Autodesk.Revit.UI,a1b745b0-6c5a-42e3-4045-e87c038c1cd6,method
CreateEndsWithRule,,"M:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateEndsWithRule(Autodesk.Revit.DB.ElementId,System.String)",Creates a filter rule that determines whether strings from the document end with a certain string value.,Autodesk.Revit.DB,a1d0b45e-6669-ebe7-a10c-5bc40c7272d2,
SetSegmentHeight,ViewSchedule.SetSegmentHeight method,"M:Autodesk.Revit.DB.ViewSchedule.SetSegmentHeight(System.Int32,System.Double)",Sets the segment height.,Autodesk.Revit.DB,a1f5c540-42a8-a236-7b97-dbf027a7c5d7,method
GetParentHwnd,IFCExternalServiceUIData.GetParentHwnd method,M:Autodesk.Revit.UI.IFCExternalServiceUIData.GetParentHwnd,return the parent handle,Autodesk.Revit.UI,a237122d-90c6-7c31-eaa0-a2d34a2e1375,method
SheetOrganizationId,ViewSheetSet.SheetOrganizationId property,P:Autodesk.Revit.DB.ViewSheetSet.SheetOrganizationId,to the for sheets.,Autodesk.Revit.DB,a28d4e62-17bc-96c2-4ebb-d6a9b96afb1d,property
AreaBasedLoadBoundaryLineData,Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData class,AllMembers.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData,,Autodesk.Revit.DB.Electrical,a2b751ba-6cb3-8d2e-891a-e7158324a234,class
IsValidCurve,AnalyticalMember.IsValidCurve method,M:Autodesk.Revit.DB.Structure.AnalyticalMember.IsValidCurve(Autodesk.Revit.DB.Curve),Verifies if the curve is valid for an Analytical Member.,Autodesk.Revit.DB.Structure,a3087787-403a-556a-ca27-05ee9caf465d,method
ViewOnASheetMustBeUniqueWarn,BuiltInFailures.ViewSheetFailures.ViewOnASheetMustBeUniqueWarn property,P:Autodesk.Revit.DB.BuiltInFailures.ViewSheetFailures.ViewOnASheetMustBeUniqueWarn,"Sheet views cannot contain more than one instance of ""%1!s!.""",Autodesk.Revit.DB,a36e4235-fe13-279e-1f70-304a93d87cd1,property
LevelAssociationData,"LevelAssociationData class, methods",Methods.T:Autodesk.Revit.DB.LevelAssociationData,,Autodesk.Revit.DB,a3afc6df-69d0-891e-fece-a2339f4e23d3,methods
LoadDensity,AreaBasedLoadData.LoadDensity property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.LoadDensity,The load density of the area based load.,Autodesk.Revit.DB.Electrical,a3d5e748-6a76-cf41-4ff9-8659be3aa0b6,property
IsOBJImportLinkAvailable,OptionalFunctionalityUtils.IsOBJImportLinkAvailable method,M:Autodesk.Revit.DB.OptionalFunctionalityUtils.IsOBJImportLinkAvailable,Checks whether the OBJ Import/Link functionality is available in the installed Revit.,Autodesk.Revit.DB,a40a6f4e-185e-1ca8-f13a-510694d9aa3d,method
SpatialElementType,SpatialElement.SpatialElementType property,P:Autodesk.Revit.DB.SpatialElement.SpatialElementType,The spatial element type.,Autodesk.Revit.DB,a4758761-ca5a-edca-a791-3b90c7f1f9ba,property
MepAnalyticalElecVoltage,ParameterTypeId.MepAnalyticalElecVoltage property,P:Autodesk.Revit.DB.ParameterTypeId.MepAnalyticalElecVoltage,"""Voltage""",Autodesk.Revit.DB,a499fdc1-5250-fadf-2ce6-4ea03e3a9ba3,property
OvalFramingHeight,ParameterTypeId.OvalFramingHeight property,P:Autodesk.Revit.DB.ParameterTypeId.OvalFramingHeight,"""Oval Height""",Autodesk.Revit.DB,a4e04f16-092d-5588-7322-e15c226aa5c7,property
CanDisconnectFromUpstreamNode,ElectricalAnalyticalNode.CanDisconnectFromUpstreamNode method,M:Autodesk.Revit.DB.Electrical.ElectricalAnalyticalNode.CanDisconnectFromUpstreamNode(Autodesk.Revit.DB.ElementId),Verifies that the current node can disconnect from the upstream node.,Autodesk.Revit.DB.Electrical,a5d77780-b6e8-6657-b0b1-e629bd145ee6,method
GetConnectionStatus,AnalyticalNodeData.GetConnectionStatus method,M:Autodesk.Revit.DB.Structure.AnalyticalNodeData.GetConnectionStatus,Returns the Connection Status for this Analytical Node.,Autodesk.Revit.DB.Structure,a72af2d3-764d-5981-8420-4614dc9720ff,method
ReleaseConditions,Autodesk.Revit.DB.Structure.ReleaseConditions class,AllMembers.T:Autodesk.Revit.DB.Structure.ReleaseConditions,,Autodesk.Revit.DB.Structure,a77267cb-b1f6-0069-f941-0de4a8a17e3c,class
MaxEdgeLength,OBJExportOptions.MaxEdgeLength property,P:Autodesk.Revit.DB.OBJExportOptions.MaxEdgeLength,"The maximum length allowed for any chord on an edge or between any two adjacent grid lines. This is a percentage value. By exporting, the real value of maximum edge length is calculated as a percent from the length of the diameter of the body bounding box.",Autodesk.Revit.DB,a7e555ea-8873-79e8-8b89-fc36cfe9035a,property
ScheduleHeightsOnSheet,"ScheduleHeightsOnSheet class, properties",Properties.T:Autodesk.Revit.DB.ScheduleHeightsOnSheet,,Autodesk.Revit.DB,a8a7d57c-8b76-1297-62a5-969c52d0420b,properties
SelectionChangedEventArgs,Autodesk.Revit.UI.Events.SelectionChangedEventArgs class,AllMembers.T:Autodesk.Revit.UI.Events.SelectionChangedEventArgs,,Autodesk.Revit.UI.Events,a8b3b56a-c1a3-d1a7-4eb1-6725b64f287a,class
LoadClassification,AnalyticalEquipmentLoadData.LoadClassification property,P:Autodesk.Revit.DB.Electrical.AnalyticalEquipmentLoadData.LoadClassification,The load classification of analytical equipment load.,Autodesk.Revit.DB.Electrical,a961ae76-89b3-4212-a239-73eadf9f9566,property
GetAreaBasedLoadBoundaryLineData,CurveElement.GetAreaBasedLoadBoundaryLineData method,M:Autodesk.Revit.DB.CurveElement.GetAreaBasedLoadBoundaryLineData,"Gets the area based load boundary line data from this curve, if applicable.",Autodesk.Revit.DB,a99e772c-9f79-c81f-14ec-71703e19676e,method
Parameter,AnalyticalPanel.Parameter property,Overload:Autodesk.Revit.DB.Structure.AnalyticalPanel.Parameter,,Autodesk.Revit.DB.Structure,a9a55a74-2013-7c85-9130-ff4a741e31ae,property
ViewSolarstudyMultidayFrameValue,ParameterTypeId.ViewSolarstudyMultidayFrameValue property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyMultidayFrameValue,"""Multi-day frame""",Autodesk.Revit.DB,a9e74b2c-e775-2bb8-62fa-9674f7844993,property
Parse,ElementId.Parse method,M:Autodesk.Revit.DB.ElementId.Parse(System.String),Parse the string representation of the id into a corresponding ElementId.,Autodesk.Revit.DB,aa22f1f3-4e78-ebd0-705f-084dd1a54eac,method
ViewSolarstudyIsLightingStudyType,ParameterTypeId.ViewSolarstudyIsLightingStudyType property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyIsLightingStudyType,"""Lighting study""",Autodesk.Revit.DB,aa48b546-e844-1d7f-7f5b-132ef04a52d5,property
CrossSectionRotation,AnalyticalMember.CrossSectionRotation property,P:Autodesk.Revit.DB.Structure.AnalyticalMember.CrossSectionRotation,"This represents the cross-section rotation, in radians.",Autodesk.Revit.DB.Structure,aaa42138-0ce6-4adc-992f-eb658d99aab9,property
AnalyticalPanelNotVisible,BuiltInFailures.AnalyticalModelFailures.AnalyticalPanelNotVisible property,P:Autodesk.Revit.DB.BuiltInFailures.AnalyticalModelFailures.AnalyticalPanelNotVisible,Analytical Panel is not visible in the current view.,Autodesk.Revit.DB,aab7733f-c86e-c05f-9e5a-f59e1ddd56a1,property
Parameter,AnalyticalElement.Parameter property,Overload:Autodesk.Revit.DB.Structure.AnalyticalElement.Parameter,,Autodesk.Revit.DB.Structure,aacf096b-b4e8-4654-b2b9-5210f8c3d498,property
DocumentDifference,Autodesk.Revit.DB.DocumentDifference class,AllMembers.T:Autodesk.Revit.DB.DocumentDifference,,Autodesk.Revit.DB,aae28c67-fbb5-3007-ebf0-f35639d2ec52,class
ViewSolarstudyLightingPresetIndex,ParameterTypeId.ViewSolarstudyLightingPresetIndex property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyLightingPresetIndex,"""Lighting presets combo""",Autodesk.Revit.DB,aaeeaaeb-6655-cb2d-3a79-c49f81500218,property
ChangeHostReference,,M:Autodesk.Revit.DB.ConnectorElement.ChangeHostReference(Autodesk.Revit.DB.Reference),Changes the connector host reference to a new planar face.,Autodesk.Revit.DB,ab25dbec-9993-98b3-78e6-527bbd27fd1c,
Dispose,SpatialElementDomainData.Dispose method,M:Autodesk.Revit.DB.SpatialElementDomainData.Dispose,Releases all resources used by the,Autodesk.Revit.DB,abacf262-ab20-03dd-8802-31d11b0e48d0,method
ElectricalLoadAreaData,"ElectricalLoadAreaData class, about ElectricalLoadAreaData class",T:Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData,Represents the electrical load area data.,Autodesk.Revit.DB.Electrical,abb42f97-928b-337f-26f7-ba939682c546,class
InstanceId,ExternalDataInstanceRemovingFromDocumentEventArgs.InstanceId property,P:Autodesk.Revit.DB.Events.ExternalDataInstanceRemovingFromDocumentEventArgs.InstanceId,The Revit id of the external data instance being removed from Revit document.,Autodesk.Revit.DB.Events,abd05aa9-aa4a-3cb2-48fa-f5f0243951f6,property
GetAnalyticalNodeData,AnalyticalNodeData.GetAnalyticalNodeData method,M:Autodesk.Revit.DB.Structure.AnalyticalNodeData.GetAnalyticalNodeData(Autodesk.Revit.DB.Element),"Returns AnalyticalNodeData associated with this element, if it exists.",Autodesk.Revit.DB.Structure,ad0f2a8f-15cf-fae3-790d-a17e0d8ff6b1,method
TotalConnectedCurrent,AnalyticalTransferSwitchData.TotalConnectedCurrent property,P:Autodesk.Revit.DB.Electrical.AnalyticalTransferSwitchData.TotalConnectedCurrent,The total connected current of the electrical analytical transfer switch.,Autodesk.Revit.DB.Electrical,ad3f5984-a759-2911-e9a3-bfc476faa2b4,property
RbsElecDistributionNodeLoadSet,ParameterTypeId.RbsElecDistributionNodeLoadSet property,P:Autodesk.Revit.DB.ParameterTypeId.RbsElecDistributionNodeLoadSet,"""Load Set""",Autodesk.Revit.DB,ae0a5c99-86eb-1d3d-5293-2bcfc8a93dfd,property
AreaBasedLoadData,"AreaBasedLoadData class, properties",Properties.T:Autodesk.Revit.DB.Electrical.AreaBasedLoadData,,Autodesk.Revit.DB.Electrical,ae1dfcc2-bfa3-202e-a712-754a53d1c5cf,properties
SymbolGeometryId,"SymbolGeometryId class, methods",Methods.T:Autodesk.Revit.DB.SymbolGeometryId,,Autodesk.Revit.DB,aeb2cfb9-dde9-f45f-4fb3-6ca4e971417b,methods
SelectionChangedEventArgs,"SelectionChangedEventArgs class, properties",Properties.T:Autodesk.Revit.UI.Events.SelectionChangedEventArgs,,Autodesk.Revit.UI.Events,aeca9f95-87d4-7dbf-660b-21b7273ee526,properties
CreateAreaBasedLoadBoundaryLines,CurveElement.CreateAreaBasedLoadBoundaryLines method,"M:Autodesk.Revit.DB.CurveElement.CreateAreaBasedLoadBoundaryLines(Autodesk.Revit.DB.Document,System.Collections.Generic.IList{Autodesk.Revit.DB.Curve},Autodesk.Revit.DB.ElementId)",Creates area based load boundary lines.,Autodesk.Revit.DB,aee4c63d-0894-39d4-560f-971bd29bf948,method
ElectricalLoadAreaData,Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData class,AllMembers.T:Autodesk.Revit.DB.Electrical.ElectricalLoadAreaData,,Autodesk.Revit.DB.Electrical,afb2c0ba-d75b-9378-59d8-648b2d775f69,class
SetIsLeaderVisible,IndependentTag.SetIsLeaderVisible method,"M:Autodesk.Revit.DB.IndependentTag.SetIsLeaderVisible(Autodesk.Revit.DB.Reference,System.Boolean)",Set tag's leader that points to specified reference to be visible or not. This option can be set only if the LeadersPresentationMode is ShowSpecificLeaders.,Autodesk.Revit.DB,b0b7f9bc-163b-01a6-9a8c-fa7cfc6c61a0,method
AnalyticalElement,Autodesk.Revit.DB.Structure.AnalyticalElement class,AllMembers.T:Autodesk.Revit.DB.Structure.AnalyticalElement,,Autodesk.Revit.DB.Structure,b0cabddf-82a0-7827-1931-11edd8b182e8,class
GetSpatialElementDomainData,SpatialElement.GetSpatialElementDomainData method,M:Autodesk.Revit.DB.SpatialElement.GetSpatialElementDomainData,"Gets the domain data for the spatial element. The domain data contains information of different spatial elements, such as electrical load area. Currently room/space/area don't have domain data.",Autodesk.Revit.DB,b116ed4e-6d61-3c00-74af-3689e47fe6d0,method
SymbolId,LinkNode.SymbolId property,P:Autodesk.Revit.DB.LinkNode.SymbolId,Identifies the Id of the symbol associated with the node.,Autodesk.Revit.DB,b12f6f45-a9c7-792c-cc45-2ecea09ad38f,property
IIFCEntityTreeUIServer,"IIFCEntityTreeUIServer interface, about IIFCEntityTreeUIServer interface",T:Autodesk.Revit.UI.IIFCEntityTreeUIServer,The interface used to provide UI on IFC Entity selection.,Autodesk.Revit.UI,b14bf5c2-a04b-e616-1844-c7eb22553d86,interface
ViewInAModelMustBeUniqueWarn,BuiltInFailures.ViewSheetFailures.ViewInAModelMustBeUniqueWarn property,P:Autodesk.Revit.DB.BuiltInFailures.ViewSheetFailures.ViewInAModelMustBeUniqueWarn,"Sheet views in this model cannot contain more than one instance of ""%1!s!.""",Autodesk.Revit.DB,b190c735-2aef-1f80-397b-f39844582943,property
SymbolGeometryId,Autodesk.Revit.DB.SymbolGeometryId class,AllMembers.T:Autodesk.Revit.DB.SymbolGeometryId,,Autodesk.Revit.DB,b1c6ff85-e1a7-923a-d566-eea2b8833bfb,class
OrderedViewList,ViewSheetSet.OrderedViewList property,P:Autodesk.Revit.DB.ViewSheetSet.OrderedViewList,Ordered views.,Autodesk.Revit.DB,b1f18496-a13a-657f-c47c-8973d4d8a7a3,property
ElectricalLoadType,AreaBasedLoad enumeration member,T:Autodesk.Revit.DB.Electrical.ElectricalLoadType,Represents the electrical load type.,Autodesk.Revit.DB.Electrical,b229dc94-8e25-6f6c-aeb7-8b141426c6ec,member
MepAnalyticalElecCurrentRating,ParameterTypeId.MepAnalyticalElecCurrentRating property,P:Autodesk.Revit.DB.ParameterTypeId.MepAnalyticalElecCurrentRating,"""Current Rating""",Autodesk.Revit.DB,b32cb3c2-8052-6bca-6059-deef83c12c14,property
IsLevelWithinRange,AreaBasedLoadBoundaryLineData.IsLevelWithinRange method,M:Autodesk.Revit.DB.Electrical.AreaBasedLoadBoundaryLineData.IsLevelWithinRange(Autodesk.Revit.DB.ElementId),Checks whether the given level is between the bottom level and the top level (including the bottom level and the top level) of the area based load boundary line.,Autodesk.Revit.DB.Electrical,b32cd564-681a-c6c6-4c74-cc708b3d31c4,method
CreateNotContainsRule,ParameterFilterRuleFactory.CreateNotContainsRule method,Overload:Autodesk.Revit.DB.ParameterFilterRuleFactory.CreateNotContainsRule,,Autodesk.Revit.DB,b378a694-1fd5-0a97-4763-c9b28afb611b,method
AsUniqueIdentifier,SymbolGeometryId.AsUniqueIdentifier method,M:Autodesk.Revit.DB.SymbolGeometryId.AsUniqueIdentifier,Returns a string suitable to determine if two instances point to the same piece of geometry managed by the same symbol element.,Autodesk.Revit.DB,b3d48051-1d8f-b2bf-5051-87be9b032694,method
BuiltInFailures.ZoneFailures,"BuiltInFailures.ZoneFailures class, about BuiltInFailures.ZoneFailures class",T:Autodesk.Revit.DB.BuiltInFailures.ZoneFailures,Failures about Zone.,Autodesk.Revit.DB,b48cc12b-78a1-d823-123c-0c5a2ebd8ec1,class
Azimuth,ParameterTypeId.Azimuth property,P:Autodesk.Revit.DB.ParameterTypeId.Azimuth,"""Azimuth""",Autodesk.Revit.DB,b4b822b1-2e11-3c98-a40a-7ef461ce92ca,property
ViewSolarstudyLightingAzimuthText,ParameterTypeId.ViewSolarstudyLightingAzimuthText property,P:Autodesk.Revit.DB.ParameterTypeId.ViewSolarstudyLightingAzimuthText,"""Lighting azimuth text""",Autodesk.Revit.DB,b52fde7a-daf7-56f4-34f1-20d4eea05f86,property
IfcExportElementType,ParameterTypeId.IfcExportElementType property,P:Autodesk.Revit.DB.ParameterTypeId.IfcExportElementType,"""Export Type to IFC""",Autodesk.Revit.DB,b5372c03-5837-c6db-09e5-185d8fc31d1e,property
FlipCurve,AnalyticalMember.FlipCurve method,M:Autodesk.Revit.DB.Structure.AnalyticalMember.FlipCurve,Flip the Analytical Member,Autodesk.Revit.DB.Structure,b59e2918-471d-1e72-68fb-22fdc4ce7124,method
Dispose,ProjectBrowserOptions.Dispose method,M:Autodesk.Revit.UI.ProjectBrowserOptions.Dispose,Releases all resources used by the,Autodesk.Revit.UI,b670e717-9981-acde-1880-1d8c3002c07c,method
DeleteWorksetSettings,,M:Autodesk.Revit.DB.DeleteWorksetSettings.#ctor,Constructs a DeleteWorksetSettings object with DeleteWorksetOption::DeleteAllElements option.,Autodesk.Revit.DB,b6ac74c3-4ca6-27e7-c61b-0c496000fc18,
IsValidBoundaryOnSketchPlane,BoundaryValidation.IsValidBoundaryOnSketchPlane method,"M:Autodesk.Revit.DB.BoundaryValidation.IsValidBoundaryOnSketchPlane(Autodesk.Revit.DB.SketchPlane,System.Collections.Generic.IList{Autodesk.Revit.DB.CurveLoop})",Indicates if the given curve loops compose a valid boundary on the sketch plane.,Autodesk.Revit.DB,b7569e51-3390-b666-1d92-b3994f1b863c,method
LoadType,AreaBasedLoadData.LoadType property,P:Autodesk.Revit.DB.Electrical.AreaBasedLoadData.LoadType,The load type of the area based load.,Autodesk.Revit.DB.Electrical,b79b90be-ee42-2617-20ea-88d665f40edb,property
